|ICO|Nazov|SK_NACE
1068|35947578|EL-INSTA SLOVAKIA, s.r.o.|46520.0
1069|31356273|HMH, s.r.o. |26510.0
1070|35903261|Foundation, s.r.o.|62010.0
1071|44195591|Z + M servis a.s.|46510.0
1072|45324760|Heliopark 1, s.r.o.|72190.0
1073|46576151|Detes s.r.o.|71200.0
1074|44794843|AQUATEST a.s.|62010.0
1075|31405851|Scheidt & Bachmann Slovensko s.r.o.|62010.0
1076|44642130|B2B Logistic, s.r.o.|63110.0
1077|35760419|Asseco Central Europe, a. s.|58290.0
1078|31349935|S&T Slovakia s. r. o.|62020.0
1079|44134886|MM Systems, s. r. o.|62090.0
1080|36373354|INGEO - ENVILAB, s.r.o.|71200.0
1081|47624051|FREQUENTIS Solutions s.r.o.|62090.0
1082|48146676|Siemens Healthcare s.r.o.|62010.0
1083|44527233|LA ELEKTRO, s. r. o.|71200.0
1084|45327475|Heliopark 3, s.r.o.|72190.0
1085|45625841|LISTERA s.r.o.|62090.0
1086|35857579|DHI SLOVAKIA, s.r.o.|62030.0
1087|36806331|NEXNET SK, s.r.o.|62090.0
1088|35839988|Systémy priemyselnej informatiky, s.r.o.|71200.0
1089|35681128|JTS spol. s r.o. |62010.0
1090|36186902|Zero Košice spol. s r.o.|62020.0
1091|44766181|JOMAX SK s. r. o.|62090.0
1092|44766734|TAMAX SK s. r. o.|63110.0
1093|34140352|INFORMA a.s.|62010.0
1094|47510862|Avekol, spol. s r.o.|71200.0
1095|31337147|IBM Slovensko, spol. s r.o. - v slovenskom jazyku, IBM Slovakia, Ltd. - v anglickom jazyku|62020.0
1096|37954156|Výskumný ústav spojov, n.o.|72190.0
1097|31688586|SLOVZEOLIT spol. s r.o. Spišská Nová Ves|71200.0
1098|35828218|KPT, a.s. |63110.0
1099|47878126|EchoFrame s.r.o.|63110.0
1100|46165151|Wazzupa s.r.o.|62090.0
1101|47125667|VHC Trade spol. s r.o.|33140.0
1102|44186126|KP Solutions, s. r. o.|63110.0
1103|31389325|ABB, s.r.o.|33200.0
1104|35829613|VEMAPOS, s.r.o.|71200.0
1105|36213063|GNOMA, s.r.o.|46510.0
1106|35976721|T-Systems Slovakia s.r.o.|62030.0
1107|35849428|eDevelopment s.r.o.|62010.0
1108|36787001|Anodius, a.s.|62010.0
1109|35953713|SlovShore, s.r.o.|62090.0
1110|35738219|AXASOFT, a. s.|62020.0
1111|36831379|DTW, s.r.o.|46520.0
1112|35803274|UniControls - Slovakia, s.r.o.|62020.0
1113|36601748|mediworx software solutions, a.s.|62010.0
1114|32248741|Peter Harvan|33140.0
1115|36248215|EXMONT INVEST, spol. s r.o.|33200.0
1116|36545198|KLIMAK, s.r.o.|33200.0
1117|36277151|ANDREA SHOP, s.r.o.|46430.0
1118|35792141|ALISON Slovakia s.r.o.|62090.0
1119|36212105|Novitech Tax, s.r.o.|62010.0
1120|50145371|Slovak Research and Development, a.s.|72190.0
1121|34145869|Osvetlenie a energetické systémy s. r. o.|27900.0
1122|00603929|SAT Systémy automatizačnej techniky, spol. s r.o.|33200.0
1123|50438336|Hewlett Packard Enterprise Slovakia, s.r.o.|46510.0
1124|48325147|OF 1, s.r.o.|71200.0
1125|35942487|Cleverlance Slovakia s.r.o. |62010.0
1126|35762721|SIPRIN, s.r.o.|62090.0
1127|31625410|MARTES, s.r.o.|62090.0
1128|35698586|DOLIS s.r.o.|63110.0
1129|44694695|NextIT, s.r.o.|62010.0
1130|45572577|MicroSpin s. r. o.|46510.0
1131|31718868|NOVITECH a.s.|62020.0
1132|36650871|Delta Electronics (Slovakia), s.r.o.|27900.0
1133|36798291|KF, s.r.o.|62030.0
1134|36787001|Anodius, a.s.|62010.0
1135|36498548|ŠTÝL - IVANOV s.r.o.|47410.0
1136|35864176|IQ Vision, s.r.o.|62090.0
1137|46196510|comcare s. r. o.|62090.0
1138|35795174|Lomtec.com a.s.|62090.0
1139|31658105|KYBERNETIKA,s.r.o.,Košice|62020.0
1140|36859320|D.ICZ Slovakia a. s.|62010.0
1141|34113061|DAVID interier design, spol. s r.o.|33200.0
1142|36546534|Agromont Nitra, spol. s r.o.|33200.0
1143|36006823|TVRDEX, s.r.o.|26510.0
1144|47385081|AGILIT, s. r. o.|62010.0
1145|31320988|pe3xon, s. r. o.|33200.0
1146|31359736|NCC a.s.|62010.0
1147|36215791|K_CORP s.r.o.|62030.0
1148|36535605|REMEK, s.r.o.|62010.0
1149|44500734|SkyToll, a. s.|63110.0
1150|35907673|Graphicon, s.r.o.|63110.0
1151|36264288|ASSI computer, spol. s r.o.|47410.0
1152|35880872|SEAL IT Services, s.r.o.|62010.0
1153|36620203|Bach systems, spol. s.r.o.|62010.0
1154|35752831|TatraSoft Group s.r.o.|62090.0
1155|31345638|TA Triumph - Adler Slovakia s. r. o.|46510.0
1156|36379107|Komplex s.r.o.|27900.0
1157|35737328|SAP Slovensko s.r.o.|62010.0
1158|36413658|eD´ system Slovakia, s.r.o.|46510.0
1159|34132333|OMS, a.s.|27400.0
1160|36215431|pFlow, s.r.o.|62010.0
1161|50837095|Via Leonis, spol. s r. o.|72190.0
1162|36415391|DREVO-LÍŠKA PLUS, s.r.o.|47410.0
1163|46467408|Hižnay, s.r.o.|71200.0
1164|36821730|Enics Slovakia s.r.o.|27900.0
1165|30957419|Tibor Kovács|62010.0
1166|35829222|Sophit s.r.o.|62030.0
1167|44583419|dewtech s.r.o.|63110.0
1168|50339923|CM Solutions s.r.o.|62020.0
1169|44991347|ROTOS - STK a. s. |71200.0
1170|35770911|SOVA Digital a.s.|62090.0
1171|46049762|ACANTHA ARCHEOLOGY s.r.o.|72200.0
1172|36249564|SAMSUNG Electronics Slovakia s.r.o.|26400.0
1173|35897261|MicroStep - Energo, spol. s r.o.|33200.0
1174|17318483|PlusComp spol. s r.o.|62090.0
1175|46431985|Inloop, s.r.o.|62010.0
1176|31662099|SCO - DELTA s.r.o.|71200.0
1177|35856076|theq, spol. s r.o.|62020.0
1178|36217522|IMMO 5, s.r.o.|71200.0
1179|36825166|Verin consulting s.r.o.|62010.0
1180|46493701|PROFI TEST s.r.o.|71200.0
1181|36191337|BE-SOFT a.s.|62090.0
1182|48240311|Docucom Slovakia s.r.o.|62020.0
1183|46966285|ProTulip, s. r. o.|62010.0
1184|35755989|LASER servis, spol. s.r.o.|26200.0
1185|35704977|PREFIS a.s.|62020.0
1186|47907266|Altrinia s. r. o.|62010.0
1187|34139800|KONŠTRUKTA - Defence, a.s.|72190.0
1188|50564412|Intesoft, a.s.|62090.0
1189|47456400|REGENMED, spol. s.r.o.|72190.0
1190|17312094|ECM ECO Monitoring, a.s.|26510.0
1191|31680372|ECM MONITORY, spol. s r.o.|33200.0
1192|36409448|Sepia Systems, s.r.o.|62010.0
1193|31382606|GA Drilling, a. s.|72190.0
1194|46529233|Zelená pošta s. r. o.|62090.0
1195|36424820|Prvá čiernovážska, s.r.o.|47410.0
1196|31338895|N O V, s.r.o.|62090.0
1197|46528539|I.K.NOW s. r. o. |62090.0
1198|36552437|KARENIS, s.r.o.|62020.0
1199|50425749|Virtual Medicine, s.r.o.|63110.0
1200|50714571|F & P Legal, s.r.o. |62020.0
1201|45591237|iQservices, s.r.o.|63110.0
1202|36259799|Ecoland s. r. o.|72190.0
1203|00634379|PROSOFT, spol. s r.o.|62010.0
1204|47251689|MERCUDO a.s.|72190.0
1205|43770738|Accalio s.r.o.|62010.0
1206|35771429|Avnet Technology Solutions s.r.o.|46510.0
1207|31367763|SLOVAKODATA, a.s.|62020.0
1208|44311249|BSystems, s.r.o.|46520.0
1209|47899808|ZEXON s.r.o.|63110.0
1210|44277113|BB HEATING s.r.o.|71200.0
1211|31652573|PROCESNÁ AUTOMATIZÁCIA a.s. Košice|62010.0
1212|47373288|IS - Industry Solutions, a.s.|33200.0
1213|44102771|TT-IT, s.r.o.|62090.0
1214|36800767|PIFox, s.r.o.|26200.0
1215|35681811|Albertina icome Bratislava s.r.o.|46510.0
1216|31433090|ORGECO spol. s r. o.|27400.0
1217|31354521|ALTRON SK, a.s. |33140.0
1218|34119531|Pharmevid s.r.o.|47410.0
1219|36239739|CHIROSAN, s.r.o.|33200.0
1220|50730606|UDS Machinery s.r.o.|72190.0
1221|44450524|SAS Slovakia s. r. o.|62020.0
1222|50951980|ASAI Systems, s. r. o. |62020.0
1223|36344010|Radeton SK s.r.o.|46520.0
1224|46969187|KOVOPOINT, s.r.o.|62010.0
1225|35760273|CGI Slovakia s. r. o.|62090.0
1226|17317398|NEONEX, spol. s r.o.|27400.0
1227|47165910|iBross, s.r.o.|62020.0
1228|44758863|Cread Studio, s. r. o.|62090.0
1229|47417439|IT - TECH SLOVAKIA s. r. o.|62010.0
1230|36445240|PesoStav s.r.o.|62010.0
1231|46590129|Insomnium, s. r. o.|63110.0
1232|35764848|NMS s.r.o.|71200.0
1233|35705795|General Electric International (Slovensko), s.r.o.|33130.0
1234|50327267|Keners s. r. o.|26200.0
1235|00698202|C G S spol. s r.o.|62010.0
1236|48317136|DATAROOM s.r.o.|63110.0
1237|46408649|ReputationN s.r.o.|63110.0
1238|36381403|Automatizácia dopravných a telekomunikačných systémov, s.r.o. v skratke: ADTS, s.r.o.|62090.0
1239|46136606|PCexpres, s.r.o.|47420.0
1240|36778320|LAN Systems Solutions, s.r.o.|63110.0
1241|35781271|Millennium, spol. s r.o.|63110.0
1242|31587569|General Electric Slovakia s.r.o.|62020.0
1243|36416941|ELMONT COPY, s.r.o.|47410.0
1244|36760960|Elite Solutions, s.r.o.|62010.0
1245|51060990|Puzzle CRM s.r.o.|72190.0
1246|36419419|ENERGOMONT ŽILINA, s.r.o.|47410.0
1247|47498731|Elio group s.r.o.|62010.0
1248|36818887|Pro Energie s.r.o.|63110.0
1249|44528639|EUROPE INFOWAY, s. r. o.|63110.0
1250|36550230|TBN s.r.o.|63110.0
1251|36844616|FRESHMINI, s.r.o.|62010.0
1252|35694548|SIRECO s.r.o.|63110.0
1253|50246321|MC Met, s.r.o.|71200.0
1254|45650276|Atos IT Solutions and Services s.r.o.|62090.0
1255|36363383|OMNICOM, s.r.o.|62090.0
1256|44742592|SecTec, a.s.|62090.0
1257|35771429|Tech Data Slovakia s. r. o.|46510.0
1258|36437352|PRESCONT, s.r.o. |33200.0
1259|46457763|SoftwareONE Slovakia s.r.o.|62020.0
1260|35952962|MONOGRAM Technologies, spol. s r.o.|62010.0
1261|31337937|B & B Trading spol. s r. o. |46510.0
1262|35711710|EleSys, s.r.o.|46520.0
1263|44407793|SLOVAKIA RING AGENCY, s. r. o.|71200.0
1264|44461992|ALIEN studio s.r.o.|63110.0
1265|35753382|ARCHA TELECOM spol. s r.o.|47410.0
1266|36253472|AGROWELT, s.r.o.|47410.0
1267|36014061|R-SYS, s.r.o.|62010.0
1268|36636444|INLOGIC SOFTWARE s.r.o.|62010.0
1269|31341624|MicroStep - HDO s.r.o.|33200.0
1270|47698985|Groundtech Services s.r.o.|62090.0
1271|46160990|Deals Management, a.s.|63110.0
1272|43804063|HC INVEST, s.r.o.|47410.0
1273|31433618|AMI spol. s.r.o.|27400.0
1274|45532176|ORANET, s.r.o.|62090.0
1275|45695245|M2M komunikačné riešenia s. r. o.|63110.0
1276|36398993|Helada, s.r.o.|47410.0
1277|36217522|IMMO 5, s.r.o.|71200.0
1278|36013561|SEVOTECH spol. s r.o.|33200.0
1279|45919887|Aspecta, s.r.o.|62090.0
1280|36461245|ELLA SLOVAKIA, spol. s r.o.|71200.0
1281|50096958|Veracomp Slovakia s.r.o.|46510.0
1282|36659592|SIGP, s. r. o.|47410.0
1283|47211954|become,s.r.o.|62090.0
1284|45852499|IK TRADE, s.r.o.|62010.0
1285|47070838|Andrej Slivka - Plynoservis s.r.o. |71200.0
1286|47438525|PeVyT, s.r.o.|62090.0
1287|46973516|Casperise s. r. o.|62090.0
1288|35883375|Fpt Slovakia s.r.o.|62090.0
1289|46566538|SLOVENSKÁ ENERGETICKÁ A OBCHODNÁ s.r.o.|71200.0
1290|47481579|ZANAK s.r.o.|62020.0
1291|35694530|RADELA s.r.o.|62030.0
1292|35188294|Roman Poliak|71200.0
1293|31395872|amper PEHA, spol. s r.o.|47410.0
1294|36044873|ECO COMP s.r.o.|47430.0
1295|46266763|STIRLING MOTOR SLOVAKIA s.r.o.|72190.0
1296|36772194|PROFI - spol., s.r.o.|46430.0
1297|47127520|Worthing, s.r.o.|62010.0
1298|50848666|A-Power, s.r.o. |26200.0
1299|44618875|advisia, s.r.o.|62020.0
1300|47203811|SCR technologies s.r.o.|62090.0
1301|45353425|ITbubble, spol. s r.o.|63110.0
1302|46817930|AM Personal Invest, s. r. o.|63110.0
1303|36335479|KONTROLTECH, s.r.o.|71200.0
1304|35874244|ADASTRA, s.r.o.|62010.0
1305|31345565|SPIRIT  - informačné systémy, a.s.|62010.0
1306|50603698|flex-it, s.r.o.|46510.0
1307|36281581|GSoft-Consulting spol. s r.o.|63110.0
1308|31342027|alfa BASE spol. s r.o. |62090.0
1309|36234851|K-KONTROL, spol. s r.o.|71200.0
1310|44219342|SIT consulting a.s.|62090.0
1311|31401813|BSP Sizar, s. r. o.|63110.0
1312|30222575|APIS spol. s r.o.|62010.0
1313|31678378|M - D - J, spol. s r.o.|62010.0
1314|44204922|INFOCUBE, s. r. o.|62010.0
1315|36734519|KYBERNETES s.r.o.|27900.0
1316|31329209|EUROFINS BEL/NOVAMANN s.r.o. |71200.0
1317|35835681|U&Sluno SK, s.r.o.|62090.0
1318|48315800|Cell Core Laboratory s.r.o.|72190.0
1319|36783927|AIRPARK, s.r.o.|63110.0
1320|36657913|ZKW Slovakia s.r.o.|27400.0
1321|50922319|ScaleHQ Solutions s. r. o.|62020.0
1322|47619503|BTI s. r. o.|27900.0
1323|36752746|DFN, a.s.|62090.0
1324|45325600|MAPA Slovakia Digital s.r.o.|63110.0
1325|18048919|REAKTORTEST, s.r.o.|71200.0
1326|36002828|OTEZA, s.r.o.|33200.0
1327|50724321|F Technology s.r.o.|72190.0
1328|50669303|KonajPlus s.r.o.|62020.0
1329|45682453|ELEKTROROZVODY – GERGELY s. r. o.|33140.0
1330|46567763|ARCHEOLOGICKÁ AGENTÚRA s.r.o.|71200.0
1331|50301161|Marián Šabík|71200.0
1332|34138064|HEITEC Slovensko, spol. s r.o.|63110.0
1333|45577188|IT CRAB s. r. o.|62090.0
1334|44177429|iVisions s.r.o.|63110.0
1335|36606936|DB Biotech, a.s.|72190.0
1336|35850841|Additíva, s.r.o.|62010.0
1337|36740047|DYNAMAG GROUP a.s.|72190.0
1338|00634794|Alcatel-Lucent Slovakia a.s.|33200.0
1339|47882476|AUSYS s.r.o.|62010.0
1340|11891581|Peter Šesták - KANPEX|33140.0
1341|47759771|B-SOFT SLOVAKIA, s. r. o.|62090.0
1342|36442402|ORAVA retail, s.r.o.|46430.0
1343|36216364|CORR - EL, s.r.o.|71200.0
1344|36008613|Minerva Slovensko, a.s.|62090.0
1345|36578509|BENA-SERVIS, s.r.o.|33200.0
1346|00696951|ICOS, a.s. Košice|62010.0
1347|50528041|osobnyudaj.sk, s.r.o.|62090.0
1348|35692103|ForesServices, s. r. o.|62020.0
1349|48286621|airo, s.r.o.|62020.0
1350|45635404|Hotovo s.r.o.|62020.0
1351|36368741|Foresta SK, a.s.|62010.0
1352|36509833|Strojárne SK, s.r.o.|33200.0
1353|35859911|Zvac Systems s.r.o.|47410.0
1354|35917491|Virte, a. s.|62030.0
1355|41593766|Štefan Papp - PS Computer|47410.0
1356|50657038|peerIT, s. r. o.|26200.0
1357|45640874|BBI Int., a. s.|63110.0
1358|48237761|BBF Tech, a.s.|71200.0
1359|46902147|Inventa Technologies, s.r.o.|72190.0
1360|35933500|BINARIX s. r. o.|62010.0
1361|46668489|xIT s.r.o.|63110.0
1362|46192581|Rackscale, s.r.o.|62090.0
1363|50679864|HuLu projekt s. r. o.|62020.0
1364|47165791|Tangent Works s. r. o.|62010.0
1365|35840005|D. Trust Certifikačná Autorita, a.s.|63110.0
1366|36795194|Cstudios, s.r.o.|62020.0
1367|36524867|A.C.T. NITRA, s.r.o.|33200.0
1368|43804063|HC REAL, s.r.o.|47410.0
1369|36642991|AA TERRA ANTIQUA s.r.o.|72200.0
1370|31397417|CENTAUR, s.r.o.|62010.0
1371|44472501|ELSAM, s. r. o.|33200.0
1372|51142708|AXENTA s. r. o.|62020.0
1373|46251677|ENLIT spol. s r.o.|27400.0
1374|35875577|E - VISION SYSTEMS, s.r.o.|33140.0
1375|36285595|GENETON s.r.o.|72190.0
1376|31367569|CSC Computer Sciences spol. s r.o.|62020.0
1377|48018759|APP development s.r.o.|62010.0
1378|36827631|AVIR, s.r.o.|47410.0
1379|50793110|True Development, s.r.o.|62020.0
1380|44766181|JOMAX SK s. r. o.|62090.0
1381|50598911|3D Catch s.r.o.|63110.0
1382|44986092|KREATIVA s.r.o.|27400.0
1383|51222281|RAVAPHARM BA s.r.o.|27400.0
1384|35795808|DIEBOLD NIXDORF s.r.o.|62090.0
1385|36191337|BE-SOFT a.s.|62090.0
1386|35872161|Miele s.r.o.|46430.0
1387|36319210|PREMATLAK, a.s.|26510.0
1388|51015315|Inštitút Monitoringu a Analýz s.r.o.|71200.0
1389|43833675|IN solutions s.r.o.|63110.0
1390|46981128|3MDR s.r.o.|63110.0
1391|44583419|dewtech s.r.o.|63110.0
1392|50744178|99 digital, s.r.o.|62020.0
1393|36822710|Games Farm, s.r.o.|62090.0
1394|30997763|NRSYS s.r.o.|62090.0
1395|47029323|Prison Lab s.r.o.|62090.0
1396|36595705|INTELSOFT EAST, spol. s r.o.|62090.0
1397|51075709|M&D STAV, s.r.o.|62020.0
1398|36280712|Innovatrics, s.r.o.|62010.0
1399|44864892|Lighting Beetle s.r.o.|62010.0
1400|47609541|IT Way, s.r.o.|62090.0
1401|46005137|DM Technology s. r. o.|62020.0
1402|47400463|BS group SLOVAKIA, s.r.o.|62010.0
1403|47246626|PMP, s.r.o.|62020.0
1404|47754346|Binary Confidence s.r.o.|62020.0
1405|35872705|Grain Slovakia s.r.o.|63110.0
1406|35874244|ADASTRA, s.r.o.|62010.0
1407|51179679|Zippus, s.r.o.|62020.0
1408|45435839|ENERGODYN s.r.o.|71200.0
1409|47229616|Brainware s. r. o.|62010.0
1410|47765615|SmartEn a.s.|72190.0
1411|36048364|XENON, s.r.o.|62090.0
1412|31596738|GRESPO, s.r.o.|62090.0
1413|44452594|IO Tech s.r.o.|62010.0
1414|47450355|Saegeling Medizintechnik, s. r. o.|33130.0
1415|31622054|PENTIMEX, s.r.o.|33200.0
1416|36614611|PWC Avis, s.r.o.|62090.0
1417|31386946|RAINSIDE s.r.o.|62090.0
1418|31365078|PosAm, spol. s r.o.|62010.0
1419|47624051|FREQUENTIS Solutions s.r.o.|62090.0
1420|47610603|Entercom s.r.o.|63110.0
1421|46881123|WayPoint s. r. o.|63120.0
1422|47992476|ComSec a. s.|63110.0
1423|35911506|ELEKTRON - SK s.r.o.|33200.0
1424|45842256|HNT, s.r.o.|62090.0
1425|48276111|varX s. r. o.|62020.0
1426|43882811|AQ-BIOS, s. r. o.|72190.0
1427|35810734|DATALAN, a.s.|46510.0
1428|44766734|TAMAX SK s. r. o.|63110.0
1429|36017680|Environmental Institute, s.r.o.|72190.0
1430|47140275|NUANCE s.r.o.|62090.0
1431|47727845|PS a IS, s.r.o.|71200.0
1432|44140428|Progseis s.r.o.|72190.0
1433|45354642|BLUE FACES s. r. o.|62090.0
1434|31338682|Zero, spol. s r. o.|46510.0
1435|50249720|Octago II s.r.o.|63110.0
1436|50063707|Whirlpool Slovakia Home Appliances spol. s r.o.|46430.0
1437|48232513|VISSIM s.r.o.|26510.0
1438|41300785|Ján Michalko|33200.0
1439|40769321|Daniel Melichárek|71200.0
1440|36292630|Garsius, s.r.o.|62010.0
1441|50683942|ALLOGI s.r.o.|62020.0
1442|50375776|ASENTI Services s. r. o.|62020.0
1443|51018322|RAUTE, s.r.o.|33140.0
1444|50172611|BENEL ELEKTRO s.r.o.|33140.0
1445|45452911|GAZ ENERGO, spol. s r.o.|71200.0
1446|31367232|GRADIENT ECM s. r. o.|62090.0
1447|17310229|VUIS – CESTY, spol. s r. o.|72190.0
1448|36805483|Smartweb s.r.o.|63110.0
1449|43776574|Fairdyne, s.r.o.|62010.0
1450|47459344|Snov, s.r.o.|63110.0
1451|46948708|SLI, s.r.o.|72190.0
1452|35751819|REFICIER JTL, s.r.o.|46510.0
1453|44730659|BMI Slovakia, s.r.o.|63110.0
1454|36442763|ESMO Žilina, a.s.|47410.0
1455|51265524|IT CRAB Services s. r. o.|62020.0
1456|36779539|EZ - ELEKTROSYSTÉMY Trading, s.r.o.|33200.0
1457|50803298|iTech medical s.r.o.|26510.0
1458|46928073|Synergon a.s.|62090.0
1459|36411060|ENERGETIKA Ružomberok, spol. s r.o.|27900.0
1460|50960369|DITEC Commerce s.r.o.|63110.0
1461|35840005|D. Trust Certifikačná Autorita, a.s.|63110.0
1462|17321450|exe, a.s.|62090.0
1463|45659451|Refri Slovensko, s.r.o.|33200.0
1464|50327062|gs - Soft, s. r. o.|62020.0
1465|31348378|KONTEMO, s.r.o.|26510.0
1466|46934600|essential data, s. r. o.|62090.0
1467|62418394|Carl Stahl & spol, s.r.o.|27900.0
1468|50698656|Empirica a.s.|62010.0
1469|47674695|KEMIFLOC a.s.|62010.0
1470|35835681|U&Sluno SK, s.r.o.|62090.0
1471|48176702|RIGHTLIGHT s. r. o.|27400.0
1472|47491205|TomaNet, s.r.o.|62090.0
1473|45509859|SECORAMA s.r.o.|62090.0
1474|36859320|D.ICZ Slovakia a. s.|62010.0
1475|35817887|Sensus Slovensko a.s.|26510.0
1476|36371459|LAMBDA CONTROL s.r.o.|33200.0
1477|36370941|SZT - Stroje, s.r.o.|26200.0
1478|51314509|REC energy, s.r.o.|26200.0
1479|35804505|HOLLEN s.r.o.|71200.0
1480|51105403|GM DEVELOPMENT, a.s.|72190.0
1481|50391801|GTrack s.r.o.|62020.0
1482|48322989|eČasenka, s.r.o.|63110.0
1483|47021641|S2 MEDIA s.r.o.|62090.0
1484|50627007|LOGNIS s.r.o.|62090.0
1485|45712204|DUWELL, s.r.o.|27900.0
1486|44792247|KOBIT, spol. s r.o.|63110.0
1487|35878321|Bratislavská metrologická spoločnosť s.r.o.|71200.0
1488|36427101|EMTEST, a. s.|26200.0
1489|50111965|MultiplexDX, s.r.o.|72190.0
1490|36390721|TRANSEN, spol. s r.o.|62010.0
1491|36437905|DELIGHT s.r.o.|47410.0
1492|35787708|FREELAND s.r.o.|62010.0
1493|51443287|Siemens Mobility, s. r. o.|62020.0
1494|35819065|NetPoint, s.r.o.|63110.0
1495|36298042|MITTEL, s.r.o.|47420.0
1496|31562744|MACRO COMPONENTS s.r.o.|46520.0
1497|44450141|Juraj Horváth|33200.0
1498|31449816|VÁR - Elektro s.r.o.|33200.0
1499|36040134|ENERGO AQUA,s.r.o.|71200.0
1500|36489441|IPM SOLUTIONS, s.r.o.|47410.0
1501|14033321|Peter Holko|71200.0
1502|41851056|Radoslav Štefák|33140.0
1503|36817864|CellQoS, a.s.|62090.0
1504|44482108|OPTIO s.r.o.|47430.0
1505|35744413|ELT servis, s.r.o.|27900.0
1506|50696424|ComSource SK s.r.o.|26200.0
1507|47529148|KREKA SK s.r.o.|62090.0
1508|36831522|Obecné siete, s.r.o.|63110.0
1509|36376965|BEKOM, s.r.o.|26510.0
1510|35804629|EXCELL, a.s.|63110.0
1511|46005137|DM Technology s. r. o.|62020.0
1512|35704977|PREFIS a.s.|62020.0
1513|45327173|MUNUS s. r. o.|62090.0
1514|46726993|Q-PRODUCTS a.s.|26200.0
1515|50173448|Boataround.com, a.s.|62010.0
1516|41793251|Jozef Opačitý|27900.0
1517|36789658|Robotic SK, s.r.o.|33200.0
1518|47089849|ColosseoEAS, a.s.|62010.0
1519|36353311|CNS Soft s. r. o.|62010.0
1520|31364161|LeNS, spol. s r.o.|63110.0
1521|36024929|K W D s.r.o.|72190.0
1522|31382541|ASBIS SK spol. s r.o.|46510.0
1523|50898299|FB Group s. r. o.|26200.0
1524|31337147|IBM Slovensko, spol. s r.o. - v slovenskom jazyku, IBM Slovakia, Ltd. - v anglickom jazyku|62020.0
1525|35741236|TransData s.r.o.|62010.0
1526|43915183|HRV, s. r. o.|62010.0
1527|47713399|Europe Media House s.r.o.|62090.0
1528|48295001|WATER PARTNER SLOVAKIA s.r.o.|72190.0
1529|46566538|SLOVENSKÁ ENERGETICKÁ A OBCHODNÁ s.r.o.|71200.0
1530|50095706|Alistiq s.r.o.|62020.0
1531|31340563|CDP, spol. s r.o.|46510.0
1532|35776684|Allio s.r.o.|62010.0
1533|47762136|ANTES HC s. r. o.|26301.0
1534|50399403|inezis s.r.o.|62020.0
1535|47689340|COTECO s.r.o.|62020.0
1536|36216461|NET TRADE SERVICES, s.r.o.|63110.0
1537|36177661|REMIA s.r.o.|62010.0
1538|36247260|Weldun, spol. s r.o.|62090.0
1539|43869319|Detect s. r. o.|46510.0
1540|51036118|LOGI s.r.o.|62010.0
1541|51662787|KASON, s.r.o.|62020.0
1542|47960086|IT SOLUTIONS EU s.r.o.|62010.0
1543|48029441|Aplikaut s.r.o.|62010.0
1544|36488691|TECHNOMEDIA, s.r.o.|62020.0
1545|51803305|MICASK s.r.o.|26200.0
1546|48206130|TERA - STAV BA, s.r.o.|33200.0
1547|44059361|DIGSON, s.r.o.|62020.0
1548|31702341|PROGYR s.r.o.|33200.0
1549|47953268|MetaApp s. r. o.|26200.0
1550|36243752|TSP - TESTSERVIS s.r.o.|71200.0
1551|35681811|Albertina icome Bratislava s.r.o.|46510.0
1552|36768936|TRIONYX technologies, s.r.o.|62010.0
1553|31382541|ASBIS SK spol. s r.o.|46510.0
1554|51018969|HUNTSEASON s.r.o.|27900.0
1555|35974427|CE Advisory, s.r.o.|62090.0
1556|36249564|SAMSUNG Electronics Slovakia s.r.o.|26400.0
1557|47976446|ELEKTRO-LUMEN, s.r.o.|71200.0
1558|35799498|AZYL Production s.r.o.|46430.0
1559|31367569|DXC Technology Information Services Slovakia s.r.o.|62020.0
1560|35891386|xPayNet s.r.o.|62010.0
1561|46349197|iSW s.r.o.|62090.0
1562|31405614|OEZ SLOVAKIA, spol. s r.o.|46520.0
1563|31382606|GA Drilling, a. s.|72190.0
1564|36396222|AUTOCONT s.r.o.|47410.0
1565|47076950|BiZZdesign Central Europe, s. r. o.|62010.0
1566|46791850|DW 21 s.r.o.|62010.0
1567|34099174|WING, spol. s r.o.|62090.0
1568|46071709|HASKOM Automation s.r.o.|62010.0
1569|31684556|ACARD, spol. s r.o. Košice|27900.0
1570|47549581|localhost s.r.o.|62010.0
1571|44880774|Altamira Softworks, s. r. o.|62010.0
1572|50848143|GRISSP, j.s.a.|72190.0
1573|46252975|AVDOP s.r.o.|33140.0
1574|35760338|D/L/M, spol. s r.o.|62030.0
1575|51762102|NEPTUN SOLUTIONS, s. r. o.|62020.0
1576|36445517|INCO - AG, s.r.o.|62010.0
1577|35819065|NetPoint, a.s.|63110.0
1578|36221945|AITEN, a.s.|62010.0
1579|44972741|ElektroLIGHT s. r. o.|27400.0
1580|47506075|ENFEI s.r.o.|72190.0
1581|50173782|I-CoRe s. r. o.|62010.0
1582|50121260|ProUP s.r.o.|62010.0
1583|47414952|Tamás Lovász|62090.0
1584|36411141|SSE - Metrológia, s.r.o.|63110.0
1585|36557412|Dunamenti s.r.o.|47410.0
1586|51424631|Archimetes, s. r. o.|72190.0
1587|31365078|PosAm, spol. s r.o.|62010.0
1588|36287628|SYSTEOS s.r.o.|62010.0
1589|51047683|V8 soft, s.r.o.|63110.0
1590|35888024|Kvatro Comp s.r.o.|47410.0
1591|46530045|NITEX s.r.o.|62010.0
